class,year,elevation,eastness,northness,roughness,dew_temp,precip_annual,temp_annual_mean,temp_annual_min,temp_annual_max,temp_january_min,vapor_min,vapor_max,county,longitude,latitude
No,2019,84,94,-31,21,6.88,991,11.18,2.08,15.72,6.63,60,853,king,-122.336219,47.7028
No,2019,100,94,-32,30,6.96,1003,11.22,2.13,15.65,6.78,65,877,king,-122.300971,47.624454
Yes,2019,290,67,73,16,4.25,2495,9.6,-0.34,14.8,4.41,73,1010,king,-121.583529,47.518484
Yes,2019,419,-15,98,104,2.67,2207,8.92,-1.62,14.11,3.72,111,1037,king,-121.291876,47.707769
No,2019,32,-97,21,19,7,1125,11.22,1.95,15.82,6.63,41,886,king,-122.154095,47.771513
Yes,2019,46,-96,-26,48,6.93,1144,11.43,2.37,15.91,6.96,79,861,king,-122.440741,47.426394
No,2019,829,-27,96,114,3.84,2344,7.25,-1.61,11.38,3.14,57,637,king,-121.739297,47.296601
No,2019,81,-45,-88,10,6.88,949,11.27,2.26,15.8,6.74,64,810,king,-122.374061,47.770738
No,2019,99,-99,12,23,6.8,974,11.09,2.11,15.54,6.65,64,801,king,-122.36773,47.721505
Yes,2019,550,-58,-81,82,2.63,2872,7.41,-2.24,11.81,3.02,89,830,king,-121.40683,47.489001
Yes,2019,697,41,90,138,3.23,1370,7.81,-2.32,13.1,2.52,29,931,king,-121.536841,47.19389
Yes,2019,147,99,-10,17,6.2,1894,10.68,1.39,15.39,5.98,61,912,king,-121.786663,47.47436
Yes,2019,1245,87,-49,107,2.13,2768,5.95,-3.1,9.81,2.08,71,557,king,-121.564039,47.380783
Yes,2019,226,31,94,17,6.03,1885,10.2,1.11,14.74,5.66,53,856,king,-121.792344,47.622421
Yes,2019,553,-28,-95,98,4.41,3004,8.61,-0.38,12.76,4.46,63,729,king,-121.645398,47.666085
No,2019,134,24,-97,6,6.23,1344,10.61,1.66,15.27,5.95,60,886,kitsap,-122.608218,47.448305
Yes,2019,226,-40,91,37,5.21,1667,9.72,0.61,14.54,4.9,59,874,kitsap,-122.836061,47.550633
Yes,2019,662,41,90,26,5.01,1677,8.48,0.03,13.02,3.94,55,749,pierce,-122.038725,47.005925
No,2019,2119,-99,5,60,-4.94,4375,0.79,-7.46,5.16,-3.59,108,479,pierce,-121.830147,46.860703
Yes,2019,1085,-59,-80,186,2.95,1843,7.15,-1.39,11.44,2.86,73,736,pierce,-121.847599,47.003828
Yes,2019,1315,-87,-49,60,1.44,2370,5.61,-3.33,10.01,1.2,73,623,pierce,-121.958222,46.784091
No,2019,4,-31,-94,29,6.88,1192,11.3,2.14,15.89,6.71,73,878,pierce,-122.613922,47.270215
Yes,2019,66,85,-51,3,6.69,1157,10.92,1.51,15.95,5.89,41,931,pierce,-122.618432,47.106493
No,2019,4,-31,94,1,7.11,1043,11.49,2.15,16.1,6.87,57,887,pierce,-122.40326,47.261761
Yes,2019,1496,79,60,49,-0.4,2179,3.74,-5.09,8.02,-0.54,87,513,pierce,-121.667003,47.003083
No,2019,146,55,83,4,6.61,1123,10.74,1.31,15.71,5.76,30,953,pierce,-122.256611,47.156404
Yes,2019,1066,75,-65,135,0.64,1527,5.41,-4.06,9.78,1.03,102,688,pierce,-121.526967,47.031506
Yes,2019,1468,-97,-20,239,0.61,1713,4.92,-4.19,9.12,0.73,92,581,pierce,-121.596618,47.021987
No,2019,8,26,96,10,6.94,727,10.52,2.77,13.89,7.16,49,638,san_juan,-122.919085,48.71087
Yes,2019,393,68,-72,78,4.24,2821,9.09,-0.97,13.77,4.4,51,809,skagit,-121.576986,48.305813
Yes,2019,553,100,0,48,2,3434,8.83,-0.04,13,4.67,92,769,skagit,-121.848326,48.462115
Yes,2019,381,-82,57,66,4.48,1648,8.85,-1.2,13.63,4.07,57,766,skagit,-122.173475,48.458252
No,2019,1964,71,69,128,-4.05,1843,2.07,-8.76,6.67,-2.53,99,661,skagit,-120.699256,48.563165
Yes,2019,816,99,2,81,2.49,3190,7.45,-1.25,11.51,3.4,63,649,skagit,-121.770449,48.478386
Yes,2019,1267,-85,51,36,1.81,3159,6.14,-2.17,9.68,2.6,60,527,skagit,-122.164504,48.605742
No,2019,1712,21,-97,73,-4.91,2905,2.66,-6.94,7.02,-1.71,149,656,skagit,-121.082085,48.562133
Yes,2019,916,-94,-32,60,2.27,3371,7.7,-1.06,11.61,3.8,73,648,skagit,-121.957891,48.409438
Yes,2019,87,78,-62,19,7.04,1180,10.76,1.3,15.1,6.42,40,746,skagit,-122.351944,48.556497
Yes,2019,1313,37,-92,144,-0.98,3302,5.71,-3.53,9.89,1.54,148,693,snohomish,-121.342557,48.208596
Yes,2019,158,-47,88,13,4.68,2246,9.96,-0.47,15.01,4.91,47,942,snohomish,-121.590693,48.257127
Yes,2019,199,-13,99,12,5.73,1692,10.44,1.3,14.91,5.97,73,884,snohomish,-121.831821,47.786968
No,2019,168,-92,37,12,6.68,1192,10.64,2.31,14.34,6.94,78,730,snohomish,-122.230819,47.924056
Yes,2019,10,-70,70,1,7.02,1268,11.22,1.81,15.93,6.5,45,884,snohomish,-122.005898,47.815322
Yes,2019,630,-91,-41,66,3.66,3006,8.53,-0.74,12.94,4.12,78,820,snohomish,-121.498547,47.81149
Yes,2019,1533,-98,-19,118,-3.05,2541,2.92,-7.66,7.73,-1.89,122,662,snohomish,-121.12816,48.004704
Yes,2019,1525,90,43,148,-3.45,2028,3.35,-7.3,7.97,-1.28,132,703,snohomish,-120.998104,48.218427
Yes,2019,1105,74,66,156,0.79,2505,6.13,-3.65,10.09,2.17,121,685,snohomish,-121.280929,47.857592
No,2019,74,100,0,1,5.7,1327,10.26,0.42,15.01,5.52,49,847,whatcom,-122.2044,48.7763
No,2019,1925,73,-67,139,-3.74,1293,2.47,-7.03,6.53,-1.59,119,572,whatcom,-120.936686,48.97987
Yes,2021,1893,-97,-20,73,-4.2,1705,1.73,-7.53,5.78,-2.31,110,541,whatcom,-120.94877,48.838164
Yes,2019,154,-86,50,61,5.75,1495,9.63,-0.4,14.04,5.22,45,757,whatcom,-122.254274,48.941589
No,2019,2377,79,-60,142,-6.59,3621,-0.28,-8.03,3.91,-4.49,100,493,whatcom,-121.307769,48.811399
No,2019,18,-22,97,5,6.55,1249,10.46,0.55,15.33,5.6,33,836,whatcom,-122.393086,48.952054
Yes,2019,514,98,18,84,2.38,2720,7.36,-3.88,11.91,2.81,59,766,whatcom,-121.672002,48.768076
No,2019,2036,-44,-89,274,-3.76,3057,1.58,-7.01,5.49,-2.34,90,495,whatcom,-121.553468,48.988158
No,2019,1659,65,-75,59,-1.19,2782,3.74,-4.8,7.5,-0.03,80,544,whatcom,-121.690558,48.945284
Yes,2019,441,-97,21,66,1.11,1812,8.55,-3.11,13.53,3.56,159,1084,whatcom,-121.10686,48.695698
Yes,2019,293,54,83,117,5.53,1338,9.48,-0.4,13.9,5.06,47,742,whatcom,-122.380072,48.725253
Yes,2019,90,93,35,5,6.53,534,10.37,1.79,14.84,5.89,35,767,clallam,-123.155871,48.064729
Yes,2019,126,99,-5,58,6.64,2135,9.91,2.56,13.83,6,30,623,clallam,-124.412328,48.267604
Yes,2019,966,-93,36,127,3.4,1307,7.63,-0.85,11.8,3.46,95,666,clallam,-123.29466,47.970779
Yes,2019,471,-29,95,117,4.98,2511,8.4,-0.07,12.92,3.89,54,632,clallam,-124.13521,48.036104
Yes,2019,474,-8,-99,103,6.69,3267,9.6,1.23,14.24,4.96,30,621,clallam,-124.20906600000001,47.962912
Yes,2019,189,-99,-1,28,6.62,3007,9.87,1.8,14.22,5.52,24,674,clallam,-124.481644,48.207764
Yes,2019,168,58,81,3,6.54,2674,9.97,1.63,14.55,5.39,24,698,clallam,-124.251069,48.108822
Yes,2019,210,30,95,40,5.81,1364,9.28,1.5,13.29,5.28,30,644,clallam,-123.884088,48.134691
Yes,2019,160,-62,78,37,6.7,2961,10.13,1.88,14.72,5.53,23,716,clallam,-124.403926,48.06698
Yes,2019,131,-44,-89,32,6.82,2813,10.04,2.8,13.93,6.16,29,618,clallam,-124.603792,48.073916
Yes,2019,1511,93,-34,135,1.12,1225,4.79,-3.68,9.03,0.55,83,567,clallam,-123.107887,47.872628
Yes,2019,229,99,6,29,6.67,2872,9.63,2.2,13.43,5.83,23,578,clallam,-124.635429,48.212664
Yes,2019,12,-19,-98,2,6.97,2701,10.21,3.18,14.03,6.39,30,621,clallam,-124.540693,47.92105
Yes,2019,274,-19,98,4,5.67,2516,9.78,1.28,14.42,5.15,42,736,clallam,-124.068973,48.063039
No,2019,6,70,70,2,7.54,1827,11.06,2.23,16.3,5.81,13,811,grays_harbor,-123.433208,46.982521
Yes,2019,127,-77,63,48,6.49,1602,10.83,1.18,16.18,5.48,34,986,grays_harbor,-123.2341,46.886111
No,2019,16,-58,-81,21,7.69,2379,10.34,3.13,14.1,6.58,27,565,grays_harbor,-124.209494,47.241882
Yes,2019,13,-7,-99,4,7.84,2252,10.46,3.53,14.08,6.85,32,566,grays_harbor,-124.159014,47.079052
Yes,2019,105,47,87,21,6.96,2823,10.01,2.05,14.32,5.71,23,625,grays_harbor,-124.246297,47.426539
Yes,2019,156,31,-94,5,6.26,3530,9.89,1.22,14.61,5.18,30,751,grays_harbor,-123.655151,47.333514
Yes,2019,37,21,-97,22,6.92,2302,10.41,1.9,15.3,5.53,23,739,grays_harbor,-123.656184,46.885031
Yes,2019,75,-58,-81,7,7.03,2453,10.22,1.96,14.75,5.7,24,665,grays_harbor,-123.798933,47.130363
Yes,2019,148,89,-44,31,6.52,2700,9.94,1.52,14.53,5.36,29,687,grays_harbor,-123.668457,47.178378
Yes,2019,121,94,-32,29,6.47,2140,10.5,1.26,15.71,5.3,29,898,grays_harbor,-123.297891,47.035135
Yes,2019,777,93,-35,148,4.95,4674,9,1.11,13.13,4.88,87,691,grays_harbor,-123.536632,47.474113
Yes,2019,13,-70,70,11,7.26,2253,10.65,2.33,15.45,5.85,21,721,grays_harbor,-123.622906,47.02512
Yes,2019,134,-94,-33,59,6.23,2247,9.98,0.98,14.94,5.02,29,764,grays_harbor,-123.584239,46.861465
Yes,2019,268,13,99,59,6,1708,10.26,0.68,15.68,4.85,31,948,grays_harbor,-123.372646,46.831383
Yes,2019,112,2,99,10,6.7,3051,10.08,1.5,14.75,5.41,23,704,grays_harbor,-123.895756,47.282603
Yes,2019,99,-40,-91,6,6.87,3073,9.99,1.56,14.47,5.51,22,650,grays_harbor,-124.034919,47.302919
Yes,2019,122,-94,-31,5,7.05,3098,10.03,1.84,14.44,5.62,19,630,grays_harbor,-124.113738,47.425762
No,2019,1616,-64,-76,128,0.46,2072,4.37,-4.17,8.49,0.25,91,558,jefferson,-123.294013,47.819021
Yes,2019,592,-14,-98,103,5.71,3892,10.24,1.07,14.86,5.63,76,852,jefferson,-123.595818,47.577982
Yes,2019,436,-89,-45,65,5.04,1000,9.07,0.47,13.61,4.54,62,760,jefferson,-122.938888,48.016113
Yes,2019,637,3,-99,80,3.95,2813,8.61,0.32,12.96,4.25,98,765,jefferson,-123.241996,47.667514
Yes,2019,346,73,68,125,5.53,1510,10.65,1.11,15.34,5.97,97,953,jefferson,-123.031601,47.730531
Yes,2019,41,-97,20,33,6.36,861,10.25,1.32,15.13,5.38,30,813,jefferson,-122.721908,47.910019
Yes,2019,157,-51,-85,6,6.72,3331,9.94,1.61,14.44,5.43,20,661,jefferson,-124.09888,47.619265
Yes,2019,248,97,23,30,6.37,1522,10.65,2.31,14.6,6.7,90,810,jefferson,-122.939839,47.866714
Yes,2019,87,-14,-98,52,6.48,1632,10.76,1.58,15.74,5.78,43,903,mason,-123.00582,47.387061
Yes,2019,48,84,-54,67,6.19,1522,10.92,1.79,15.8,6.05,63,918,mason,-123.009087,47.577745
Yes,2019,872,72,-69,155,3.22,4086,7.66,-0.87,11.79,3.54,92,688,mason,-123.182144,47.529013
Yes,2019,118,66,-74,9,6.58,2346,10.5,1.62,15.73,5.26,23,863,mason,-123.477217,47.164063
Yes,2021,42,-99,2,21,6.52,1351,10.94,1.74,15.85,6.04,51,930,mason,-122.803608,47.378037
Yes,2019,353,100,0,112,5.88,3234,10.5,0.97,15.26,5.75,76,918,mason,-123.327529,47.380376
Yes,2019,117,-73,67,11,6.44,2170,10.56,1.52,15.74,5.39,29,909,mason,-123.292782,47.222604
Yes,2019,6,-85,-51,2,6.67,1893,10.68,1.78,15.56,5.8,36,872,mason,-123.157048,47.328456
No,2019,67,-97,23,6,6.63,1389,10.73,1.4,16.05,5.41,26,962,thurston,-122.855314,46.936235
Yes,2019,104,22,-97,30,6.56,1622,10.83,1.37,16.21,5.45,30,984,thurston,-123.082688,46.881433
No,2019,134,-100,0,3,6.51,1307,10.73,1.26,15.99,5.48,34,966,thurston,-122.73172,46.884313
Yes,2019,168,-98,14,5,6.4,2116,10.93,1.29,16.07,5.78,50,993,thurston,-123.092305,47.031785
No,2019,87,96,-27,19,6.59,1412,10.68,1.39,15.96,5.41,28,947,thurston,-122.891764,46.927195
No,2019,84,100,0,4,6.32,1300,11.36,1.18,16.71,6.02,66,1091,clark,-122.497877,45.747464
No,2019,43,46,88,22,6.85,1108,11.78,1.69,17.01,6.56,75,1094,clark,-122.636131,45.644453
Yes,2019,166,-38,-92,19,5.97,1910,10.76,0.5,16.12,5.4,55,1033,clark,-122.514512,45.933998
No,2019,80,-48,87,5,6.52,1199,11.39,1.22,16.82,5.97,57,1078,clark,-122.698288,45.80717
No,2019,77,86,-49,5,6.8,1207,11.93,1.95,17.18,6.69,78,1136,clark,-122.482098,45.59627
Yes,2019,290,-46,-88,45,5.03,2137,10.28,-0.12,15.95,4.62,65,1113,clark,-122.325908,45.818338
Yes,2019,40,26,-96,9,6.83,1215,11.31,1.8,16.47,6.14,52,992,cowlitz,-122.910347,46.244013
Yes,2019,773,87,49,69,4.14,3189,8.16,-1.1,12.41,3.9,75,747,cowlitz,-122.351601,46.1522
Yes,2019,58,79,60,99,6.21,1360,10.72,1.06,16.29,5.14,34,1031,cowlitz,-122.954983,46.387009
Yes,2019,683,18,98,116,4.32,2315,9.09,-0.5,14.52,3.66,65,962,cowlitz,-122.416112,46.288539
No,2019,144,0,-100,6,5.94,2233,10.72,0.65,15.93,5.51,63,1032,cowlitz,-122.362992,45.997605
No,2019,760,0,0,0,3.54,2290,7.82,-1.2,12.39,3.26,69,773,cowlitz,-122.253741,46.297304
Yes,2019,379,-17,98,82,5.26,2045,9.59,-0.68,14.51,4.66,66,890,cowlitz,-122.709732,46.102944
Yes,2019,598,-18,-98,39,4.74,2563,9.18,-1,13.89,4.48,83,865,cowlitz,-122.562819,46.096181
No,2019,224,-64,-76,29,6.3,1654,10.89,1.17,16.07,5.71,58,993,cowlitz,-122.718676,45.954525
Yes,2019,663,24,-96,77,4.66,2459,8.48,-0.35,12.91,4.03,63,760,lewis,-122.318601,46.614336
Yes,2019,241,-88,46,30,6,1735,10.49,0.68,16.03,4.96,33,1030,lewis,-122.687232,46.73363
Yes,2019,683,-91,40,84,5.41,2528,9.18,0.55,13.69,4.67,59,784,lewis,-122.590228,46.689381
Yes,2019,185,-98,-19,36,6.42,1373,10.82,1.12,16.51,5.13,24,1032,lewis,-123.163626,46.539532
Yes,2019,343,-53,84,109,5.9,2053,9.62,1.13,14.11,5.14,49,759,lewis,-123.332426,46.504465
Yes,2019,96,99,0,42,6.29,1436,10.78,1,16.55,5.01,26,1047,lewis,-123.239052,46.748092
Yes,2019,308,-93,35,48,6.44,1597,10.35,1.19,15.47,5.23,28,916,lewis,-123.030415,46.545621
Yes,2019,284,-72,-68,42,5.36,1653,9.8,-0.05,15.51,4.09,27,973,lewis,-123.236191,46.544886
Yes,2019,407,-61,78,117,5.15,1809,9.52,-0.53,14.99,4.05,46,982,lewis,-122.428664,46.481801
Yes,2019,841,99,10,63,4.84,2071,8.55,-0.53,12.95,4.14,65,766,lewis,-122.290901,46.448945
Yes,2019,1260,27,-96,71,2.65,2497,6.66,-2.17,11.07,2.25,71,671,lewis,-122.15171,46.646958
No,2019,64,70,70,4,6.75,1276,11.05,1.56,16.53,5.56,28,1008,lewis,-122.853109,46.756336
Yes,2019,151,90,-42,25,6.64,1272,11.02,1.23,16.68,5.36,26,1025,lewis,-123.019549,46.68243
No,2019,100,0,100,1,6.68,1368,11.05,1.3,16.77,5.33,21,1064,lewis,-122.855892,46.585572
Yes,2019,1029,-65,-75,106,2.6,2278,7.1,-1.95,11.53,2.67,80,748,lewis,-121.959763,46.636436
Yes,2019,398,-19,-98,33,4.26,1688,9.32,-0.83,14.84,3.8,56,1046,lewis,-121.920648,46.466433
Yes,2019,38,62,78,15,7.02,2497,10.67,2.28,15.61,5.73,25,795,pacific,-123.804691,46.334738
Yes,2019,101,-6,-99,24,6.59,2201,10.13,1.59,15.05,5.23,24,745,pacific,-123.742355,46.787082
Yes,2019,276,72,68,38,5.69,2045,9.81,0.11,15.2,4.43,27,894,pacific,-123.37242,46.690341
Yes,2019,126,26,-96,64,5.72,2220,10.09,0.57,15.84,4.34,23,938,pacific,-123.520357,46.689658
Yes,2019,276,87,48,48,5.62,2023,9.76,-0.34,15.11,4.4,32,912,pacific,-123.378612,46.539339
Yes,2021,222,-84,54,59,5.52,2492,9.28,0.68,14.37,4.2,27,741,pacific,-123.811287,46.588263
Yes,2019,37,-78,61,21,7.51,2072,10.52,3.05,14.64,6.4,29,630,pacific,-123.882302,46.496743
Yes,2019,440,98,16,12,4.23,2654,8.92,-1.51,14.19,3.66,64,968,skamania,-122.189178,45.950133
Yes,2019,802,-91,-41,129,1.93,1896,7,-3.29,12.15,1.86,66,940,skamania,-121.709402,46.363438
Yes,2019,713,-80,-59,31,3.36,3417,8.45,-1.42,12.98,3.93,114,858,skamania,-122.218165,46.119162
Yes,2019,558,84,52,39,3.81,2377,8.85,-1.84,13.95,3.76,105,976,skamania,-121.982245,45.851109
Yes,2019,879,-55,82,119,2.36,2986,6.83,-2.35,11.13,2.53,106,728,skamania,-122.118993,45.801366
Yes,2019,801,-60,-79,88,2.75,2879,7.72,-2.09,12.1,3.33,124,796,skamania,-121.992304,45.69915
Yes,2019,900,49,-86,31,1.78,3259,7.37,-2.81,12.16,2.59,125,872,skamania,-121.802893,45.823367
Yes,2019,1310,-98,17,13,-0.44,1760,4.67,-5.25,9.74,-0.41,75,815,skamania,-121.543538,46.334105
No,2019,2,-70,70,1,7.01,2395,10.87,2.28,15.92,5.81,29,837,wahkiakum,-123.640003,46.328066
Yes,2019,428,-53,-84,54,5.57,2711,9.47,0.72,14.26,4.69,44,784,wahkiakum,-123.377344,46.341967
Yes,2019,386,12,99,78,5.93,3068,9.61,1.08,14.19,5.03,42,738,wahkiakum,-123.490088,46.378061
Yes,2019,346,-99,13,46,6.01,2602,9.88,1.07,14.68,5.09,44,825,wahkiakum,-123.303087,46.345849
Yes,2019,1055,99,7,120,-0.29,614,7.58,-3.76,12.13,3.04,252,1032,chelan,-120.348964,47.542298
Yes,2019,1010,94,33,103,0.33,1018,7.4,-5.03,12.69,2.11,170,1138,chelan,-120.814384,47.580766
Yes,2019,869,98,17,70,0.91,811,7.61,-5.35,13.21,2,143,1170,chelan,-120.661539,47.383389
Yes,2019,1218,-11,99,34,-0.59,2267,5.27,-5.31,9.82,0.72,123,780,chelan,-121.126505,47.854844
Yes,2019,1290,94,31,148,-1.42,737,6.43,-5.75,11.19,1.67,216,997,chelan,-120.24163,47.935576
Yes,2019,1162,78,-61,185,-1.45,840,6.74,-6.11,11.46,2.01,236,1045,chelan,-120.459237,48.183913
Yes,2019,1306,-99,-2,95,-1.8,1031,5.3,-6.35,9.95,0.65,209,841,chelan,-120.544216,47.748763
Yes,2019,729,1,-99,157,0.86,790,8.74,-5.48,14.57,2.91,187,1358,chelan,-120.704483,47.550903
Yes,2019,1731,-91,-40,126,-3.53,2100,2.86,-7.05,7.27,-1.56,127,646,chelan,-120.800683,48.049098
No,2019,805,98,-14,67,0.61,486,9.03,-5.65,14.85,3.23,230,1385,chelan,-120.411725,47.746949
Yes,2019,666,-5,99,93,0.93,651,9.06,-5.54,14.86,3.25,214,1383,chelan,-120.56358,47.599603
No,2019,595,76,64,57,1.53,322,10.24,-4.63,15.96,4.51,266,1543,chelan,-120.34564,47.404808
Yes,2019,739,70,-70,109,0.92,626,8.97,-5.65,14.69,3.25,216,1378,chelan,-120.49214,47.422848
Yes,2019,1635,73,-67,102,-2.2,1307,4.42,-6.35,8.97,-0.12,153,750,chelan,-120.79138,47.857897
No,2019,513,59,80,58,1.81,339,10.18,-4.65,15.76,4.6,266,1482,chelan,-120.129786,47.290669
No,2019,2189,-83,-55,116,-6.08,2542,-0.23,-9.6,3.95,-4.42,100,482,chelan,-120.978342,48.050694
No,2019,766,27,-96,20,-0.21,309,8.25,-6.17,13.76,2.74,246,1323,douglas,-119.802069,47.888867
No,2019,667,99,0,89,0.79,318,9.1,-5.52,14.62,3.58,243,1370,douglas,-119.986622,47.425588
No,2019,556,-91,-39,9,1.12,243,9.52,-5.4,15.56,3.48,225,1492,douglas,-119.628116,47.45039
No,2019,556,61,-78,17,1.07,256,9.36,-5.65,15.16,3.56,230,1446,douglas,-119.80905,47.480068
No,2019,657,-99,11,10,0.6,289,8.67,-6.21,14.6,2.74,200,1373,douglas,-119.555238,47.661447
No,2019,662,42,90,49,0.57,282,8.82,-6.13,14.74,2.9,210,1403,douglas,-119.652738,47.612679
No,2019,694,11,99,3,0.59,291,8.47,-6.46,14.33,2.61,193,1334,douglas,-119.476662,47.659184
No,2019,685,31,94,8,0.61,296,8.63,-6.15,14.49,2.78,199,1368,douglas,-119.341054,47.959473
No,2019,676,-94,-31,5,0.36,286,8.58,-6.23,14.76,2.4,191,1403,douglas,-119.328982,47.79781
No,2019,907,-11,99,13,-0.48,336,7.88,-5.67,12.94,2.82,265,1205,douglas,-120.154746,47.456515
No,2019,713,-83,55,6,0.03,292,8.22,-6.88,14.23,2.2,197,1352,douglas,-119.679528,47.778559
No,2019,808,3,99,30,1.15,428,8.51,-4.52,14.3,2.73,173,1250,kittitas,-120.609058,46.884133
No,2019,468,-85,-51,2,2.04,228,9.18,-5.38,15.9,2.46,123,1360,kittitas,-120.431042,46.947599
No,2019,822,-18,-98,23,0.76,409,8.09,-4.92,14.07,2.1,160,1279,kittitas,-120.457718,47.118499
No,2019,1178,-19,-97,59,-0.13,766,6.06,-5.71,11.05,1.07,164,930,kittitas,-120.302416,47.119498
No,2019,798,58,80,26,0.69,294,7.97,-5.57,14.41,1.54,137,1292,kittitas,-120.255484,46.914958
No,2019,716,76,-64,47,0.68,353,8.86,-5.26,14.13,3.6,255,1294,kittitas,-120.109328,47.145167
Yes,2019,1163,79,-60,45,-0.08,1569,5.36,-5.32,9.86,0.87,134,764,kittitas,-121.030129,47.363556
Yes,2019,647,-89,-44,5,2.05,650,7.74,-4.71,13.44,2.04,88,1073,kittitas,-120.99381,47.191249
Yes,2019,1589,86,49,48,-1.98,692,4.66,-6.23,9.1,0.22,218,720,kittitas,-120.30232,47.247393
Yes,2019,1599,-88,45,75,-2.45,858,3.93,-7.18,8.88,-1,190,758,kittitas,-120.498308,47.29537
Yes,2019,776,-83,-54,43,1.28,865,7.43,-5.01,12.92,1.95,119,1101,kittitas,-120.828807,47.256586
No,2019,564,98,15,18,2.28,260,8.88,-4.98,15.01,2.73,140,1284,kittitas,-120.627318,47.061098
Yes,2019,1019,96,27,24,-0.01,1651,5.5,-5.62,10.41,0.59,112,851,kittitas,-121.066021,47.511904
Yes,2019,1599,-93,36,114,-2.72,1496,3.34,-6.57,8.17,-1.49,146,686,kittitas,-120.854018,47.40509
No,2019,984,-73,67,95,0.86,694,7.56,-5.02,12.82,2.29,171,1111,kittitas,-120.283088,47.084834
No,2019,144,-72,68,37,3.45,225,11.72,-1.76,18.18,5.26,195,1705,klickitat,-119.917206,45.844014
Yes,2019,655,-50,86,41,2.34,426,9.59,-2.81,15.32,3.86,201,1293,klickitat,-120.586529,45.788441
Yes,2019,496,-52,-85,43,2.56,735,9.31,-2.93,15.91,2.7,114,1351,klickitat,-121.163206,46.043687
Yes,2019,662,94,-31,5,1.84,429,8.74,-3.71,15.32,2.16,132,1308,klickitat,-120.798456,45.884047
Yes,2019,693,-94,-33,13,1.85,495,8.72,-3.73,15.24,2.21,139,1277,klickitat,-120.724881,45.886844
Yes,2019,928,31,94,44,1.62,489,8.01,-4.23,14.06,1.95,115,1149,klickitat,-120.946115,45.935663
No,2019,649,-7,-99,98,2.48,435,9.41,-2.93,15.18,3.64,175,1271,klickitat,-120.76272,45.73364
Yes,2019,702,-9,-99,6,1.94,697,8.48,-3.49,14.08,2.88,159,1127,klickitat,-121.150839,45.88117
No,2019,527,-60,-79,8,2.79,397,9.83,-2.67,16.05,3.6,159,1380,klickitat,-120.942954,45.767399
No,2019,627,-93,36,23,2.6,520,9.68,-2.39,15.39,3.98,190,1291,klickitat,-121.081239,45.733119
Yes,2019,1569,37,-92,62,-3.32,593,4.51,-6.87,9.2,-0.19,195,836,okanogan,-119.81759,48.429277
No,2019,398,-88,-47,6,0.84,332,9.47,-6.02,15.89,3.06,218,1576,okanogan,-119.584461,48.468308
Yes,2019,1651,-99,-14,57,-3.88,1519,2.61,-8.55,7.42,-2.2,106,684,okanogan,-120.427299,48.922668
Yes,2019,916,-95,28,31,-1.14,462,7.23,-7.23,12.92,1.54,211,1252,okanogan,-119.937406,48.276134
No,2019,731,-22,-97,45,0.11,386,8.86,-5.85,14.46,3.26,270,1393,okanogan,-119.892715,48.128591
Yes,2019,1882,99,-10,178,-3.3,1190,2.97,-7.5,7.38,-1.43,125,659,okanogan,-120.592045,48.58603
No,2019,371,70,-70,6,0.86,292,9.69,-5.92,16.15,3.22,231,1652,okanogan,-119.743861,48.126905
No,2019,439,-20,97,49,0.55,323,9.58,-5.75,16.05,3.12,229,1630,okanogan,-119.582663,48.322209
Yes,2019,2083,-64,-76,40,-4.28,775,1.98,-8.88,6.7,-2.72,111,604,okanogan,-119.989268,48.768351
No,2019,365,-74,-66,98,0.47,327,9.88,-5.37,16.26,3.51,253,1668,okanogan,-119.366112,48.273646
Yes,2019,780,43,90,73,-0.95,414,7.59,-7.73,13.59,1.59,217,1330,okanogan,-119.506813,48.931169
Yes,2019,721,47,88,52,-0.14,351,8.39,-6.69,14.3,2.47,225,1395,okanogan,-119.427086,48.614879
Yes,2019,984,-2,99,38,-1.5,562,6.67,-7.04,12.79,0.55,153,1239,okanogan,-120.308386,48.330935
Yes,2019,1334,97,-21,85,-1.53,446,5.29,-8.27,10.3,0.28,178,898,okanogan,-118.959848,48.98329
Yes,2019,1235,-42,-90,35,-1.32,498,6.16,-7.53,11.25,1.07,209,1040,okanogan,-118.881219,48.543259
Yes,2019,1056,17,98,21,-1.53,414,5.91,-8.77,11.89,-0.06,171,1138,okanogan,-119.25161,48.494652
No,2019,666,-70,-71,66,-0.1,366,8.35,-6.44,13.93,2.78,242,1339,okanogan,-119.426097,48.446766
Yes,2019,1180,-45,-88,45,-2.13,483,5.16,-9.31,11.07,-0.76,163,1077,okanogan,-119.089818,48.475798
Yes,2019,1279,69,-72,49,-1.74,492,5.3,-9.32,11.31,-0.72,149,1082,okanogan,-118.910456,48.686661
No,2019,1015,-45,89,20,-1.37,414,6.06,-8.55,11.72,0.39,188,1131,okanogan,-119.257685,48.809943
Yes,2019,1640,-55,83,203,-2.55,1138,4.47,-7.53,9.08,-0.13,154,827,okanogan,-120.528458,48.387522
Yes,2019,1218,-43,90,33,-1.32,463,5.19,-9.18,11.02,-0.64,129,1028,okanogan,-118.930681,48.827949
Yes,2019,1683,68,-73,62,-2.87,564,4.01,-8.5,8.72,-0.69,185,791,okanogan,-119.085045,48.791493
